,OD,delta_OD,mean_Temperature (C),mean_pH,mean_Dissolved Oxygen,mean_Light Intensity (μmol photons m² s⁻¹),std_Temperature (C),std_pH,std_Dissolved Oxygen,std_Light Intensity (μmol photons m² s⁻¹),min_Temperature (C),min_pH,min_Dissolved Oxygen,min_Light Intensity (μmol photons m² s⁻¹),max_Temperature (C),max_pH,max_Dissolved Oxygen,max_Light Intensity (μmol photons m² s⁻¹),median_Temperature (C),median_pH,median_Dissolved Oxygen,median_Light Intensity (μmol photons m² s⁻¹),slope_Temperature (C),slope_pH,slope_Dissolved Oxygen,slope_Light Intensity (μmol photons m² s⁻¹),first_last_diff_Temperature (C),first_last_diff_pH,first_last_diff_Dissolved Oxygen,first_last_diff_Light Intensity (μmol photons m² s⁻¹)
508241,0.16155584449019877,0.0025684306138526736,28.963046375266526,7.094262526652452,0.0,120.0,0.02959911630670687,0.0018877039189625642,0.0,0.0,28.89,7.088,0.0,120.0,29.0,7.101,0.0,120.0,28.97,7.094,0.0,120.0,2.5539052824249028e-05,-2.4024370301278154e-07,0.0,0.0,0.03999999999999915,0.001000000000000334,0.0,0.0
511991,0.16524090227220867,0.003685057782009893,28.945208,7.094262133333333,0.0,120.0,0.01660091041862215,0.0015113443988913442,0.0,0.0,28.87,7.089,0.0,120.0,28.98,7.099,0.0,120.0,28.95,7.094,0.0,120.0,-1.2919113736470076e-05,-2.328261001120899e-07,0.0,0.0,-0.0799999999999983,-0.0030000000000001137,0.0,0.0
515742,0.17035473188081812,0.005113829608609455,28.85095441215676,7.093655291922154,0.0,120.0,0.013757744044514145,0.001626062110773215,0.0,0.0,28.81,7.089,0.0,120.0,28.88,7.1,0.0,120.0,28.85,7.094,0.0,120.0,-1.031657343400707e-05,-2.6339620024569305e-07,0.0,0.0,-0.060000000000002274,0.0,0.0,0.0
519496,0.1743636032569452,0.004008871376127071,28.871262653169953,7.09372296217368,0.0,120.0,0.03165315890110247,0.0016132842363780567,0.0,0.0,28.8,7.088,0.0,120.0,28.92,7.1,0.0,120.0,28.88,7.094,0.0,120.0,2.8376108160120353e-05,2.591130545837871e-07,0.0,0.0,0.05999999999999872,0.0,0.0,0.0
523250,0.17960596317937635,0.005242359922431161,28.912946190729887,7.092976558337773,0.0,120.0,0.02522171934476244,0.001475073747854874,0.0,0.0,28.86,7.088,0.0,120.0,28.97,7.099,0.0,120.0,28.91,7.093,0.0,120.0,2.224944475776069e-05,-2.4115614118752404e-07,0.0,0.0,0.0400000000000027,-0.002000000000000668,0.0,0.0
527002,0.1852058263471902,0.005599863167813857,29.014320362473345,7.090466950959487,0.0,120.0,0.04880187237271359,0.0018803096450400146,0.0,0.0,28.91,7.084,0.0,120.0,29.1,7.097,0.0,120.0,29.01,7.09,0.0,120.0,4.473455305987488e-05,-8.664693551615314e-07,0.0,0.0,0.129999999999999,-0.004999999999999893,0.0,0.0
530756,0.18923629366363823,0.0040304673164480165,29.040625998934473,7.089198987746403,0.0,120.0,0.019330858620136657,0.001522751880298228,0.0,0.0,28.97,7.084,0.0,120.0,29.07,7.093,0.0,120.0,29.04,7.089,0.0,120.0,-1.6574473771719492e-05,-1.685430923819342e-07,0.0,0.0,-0.08000000000000185,-0.0039999999999995595,0.0,0.0
534511,0.19368350801895115,0.004447214355312923,28.952370173102537,7.0883579227696405,0.0,120.0,0.019950027201625708,0.001643585211924069,0.0,0.0,28.88,7.083,0.0,120.0,28.98,7.094,0.0,120.0,28.96,7.088,0.0,120.0,-1.7042296401926922e-05,2.1708028891452747e-07,0.0,0.0,-0.08999999999999986,0.001000000000000334,0.0,0.0
538267,0.20361436248334933,0.009930854464398176,28.90307241746539,7.087123801916932,0.43662140575079866,120.0,0.01763473378135164,0.00165342175230011,1.0024805221253625,0.0,28.87,7.08,0.0,120.0,28.94,7.092,2.96,120.0,28.91,7.087,0.0,120.0,1.4196766040411996e-05,3.0120875823042326e-08,0.0005882623965308476,0.0,0.019999999999999574,-0.0030000000000001137,2.83,0.0
542022,0.20471829369452071,0.0011039312111713884,28.931462050599205,7.086804793608521,2.6298162450066576,120.0,0.014871795775646606,0.0019747954794563554,0.09226010405637983,0.0,28.88,7.08,2.4,120.0,28.96,7.092,2.83,120.0,28.94,7.087,2.65,120.0,1.2352935882245343e-05,-9.82195115440936e-07,-8.079633356252037e-05,0.0,0.020000000000003126,-0.0019999999999997797,-0.3500000000000001,0.0
545778,0.20897621767044722,0.004257923975926503,29.024049520766777,7.082652289669861,2.334326411075612,120.0,0.08449065185038591,0.003323799115712061,0.07200716753054047,0.0,28.91,7.073,2.16,120.0,29.18,7.092,2.51,120.0,29.02,7.083,2.33,120.0,7.728872114498693e-05,-2.6639001000361462e-06,-5.416476102882827e-05,0.0,0.23999999999999844,-0.009999999999999787,-0.29000000000000004,0.0
549536,0.21152620333725022,0.0025499856668030063,29.122216604576906,7.07558355508249,2.0225891431612557,10.761043108036189,0.03979062745803305,0.0026205948984023585,0.08644196841768245,34.2904945064626,29.01,7.069,1.86,0.0,29.18,7.083,2.25,120.0,29.14,7.076,2.0,0.0,-3.446868976136124e-05,-1.6893292570970272e-06,-5.7107310569048527e-05,-0.01564030345168585,-0.14999999999999858,-0.001000000000000334,-0.2300000000000002,-120.0
553297,0.2182946748814035,0.006768471544153276,28.93661260303111,7.080399361871842,1.8806700345652752,0.0,0.04245098726584322,0.002010356064874532,0.04068793901255292,0.0,28.85,7.073,1.77,0.0,29.01,7.087,1.99,0.0,28.93,7.081,1.88,0.0,-3.8471019469497274e-05,7.509723488355144e-07,-2.4637691319642216e-05,0.0,-0.16000000000000014,0.0030000000000001137,-0.10999999999999988,0.0
557059,0.2163770707637949,-0.0019176041176086067,28.851318447634245,7.079917331206804,1.8337586390217968,0.0,0.0035969683434900956,0.0014777702258985496,0.02866734662686413,0.0,28.82,7.076,1.76,0.0,28.86,7.085,1.9,0.0,28.85,7.08,1.83,0.0,-6.218889016591223e-07,1.8578018973236937e-07,-1.6358168842664617e-05,0.0,-0.030000000000001137,0.0009999999999994458,-0.040000000000000036,0.0
560819,0.21901332070580798,0.002636249942013086,28.84776595744681,7.082691489361702,1.7317340425531915,0.0,0.010497520483447615,0.0026435950424544955,0.035565937335101896,0.0,28.82,7.076,1.63,0.0,28.87,7.09,1.82,0.0,28.85,7.083,1.73,0.0,8.723383802841074e-06,-7.850311300489563e-07,-2.058105346254792e-05,0.0,0.010000000000001563,-0.0030000000000001137,-0.15000000000000013,0.0
564584,0.2201147314141173,0.001101410708309325,28.87400796812749,7.078548738379813,1.6512828685258965,0.0,0.018758064230792407,0.0018105185132287797,0.03550869041306928,0.0,28.83,7.073,1.5,0.0,28.91,7.083,1.73,0.0,28.88,7.079,1.66,0.0,1.674471793109116e-05,-5.402225247943253e-07,-1.8172936822670523e-05,0.0,0.03999999999999915,-0.001000000000000334,-0.06999999999999984,0.0
568345,0.22305132148967405,0.0029365900755567442,28.91259239563946,7.076671895772401,1.524264823185323,0.0,0.016820581226480672,0.0016370964975606292,0.03355842886520331,0.0,28.87,7.072,1.44,0.0,28.94,7.083,1.61,0.0,28.91,7.077,1.53,0.0,1.4822625922414852e-05,-2.7207961310481753e-07,-2.229053872437835e-05,0.0,0.0400000000000027,-0.001000000000000334,-0.08000000000000007,0.0
572107,0.22405601470714553,0.0010046932174714862,28.954633173843703,7.074454811270601,1.4039261031366295,0.0,0.018894913492538613,0.0017043368611088336,0.044427019095408526,0.0,28.9,7.068,1.29,0.0,28.98,7.081,1.5,0.0,28.96,7.074,1.4,0.0,1.6241073475288624e-05,-4.6865339643810676e-07,-3.547872431306612e-05,0.0,0.029999999999997584,-0.0019999999999997797,-0.18999999999999995,0.0
575876,0.2251488495542826,0.0010928348471370697,28.974757230034495,7.074325019899177,1.2887370655346246,0.0,0.012295059524699585,0.001479051403078196,0.029337104828707588,0.0,28.93,7.069,1.19,0.0,28.99,7.079,1.36,0.0,28.98,7.074,1.29,0.0,9.948607054436887e-06,-2.5871205685409986e-07,-1.536800544869015e-05,0.0,0.03999999999999915,-0.0009999999999994458,-0.08000000000000007,0.0
579640,0.2271056670580447,0.001956817503762087,28.99720510095643,7.076969181721573,1.1671785334750266,0.0,0.013418959442212618,0.0019435581556684135,0.04256409721716154,0.0,28.96,7.071,1.05,0.0,29.02,7.082,1.27,0.0,29.0,7.077,1.17,0.0,1.1391792456020604e-05,1.3281726157359411e-06,-3.068628613294117e-05,0.0,0.030000000000001137,0.0030000000000001137,-0.11999999999999988,0.0
583403,0.22671790410201376,-0.0003877629560309348,29.01702365134201,7.078607228275312,1.0816157321286208,0.0,0.011123310760420124,0.0015513095247575302,0.025494452955261367,0.0,28.98,7.073,0.98,0.0,29.04,7.084,1.14,0.0,29.02,7.079,1.08,0.0,9.349112336006697e-06,6.004777484677676e-07,-3.092591350235004e-06,0.0,0.010000000000001563,0.0030000000000001137,-0.06000000000000005,0.0
587166,0.22729967844474366,0.0005817743427299071,29.035051820356102,7.079339091150677,0.96495083709806,0.0,0.009269789599050627,0.0015246791081092717,0.06849732511039304,0.0,29.0,7.074,0.83,0.0,29.06,7.084,1.1,0.0,29.04,7.079,0.96,0.0,6.837739851945409e-06,-3.9004478298076404e-07,-5.8429758037332096e-05,0.0,0.00999999999999801,-0.001000000000000334,-0.12,0.0
590925,0.2283574858330343,0.0010578073882906436,28.98367384942804,7.079627826549613,0.8469087523277468,0.0,0.06676387211148305,0.0018350215918055196,0.053484937676775535,0.0,28.81,7.074,0.7,0.0,29.06,7.086,0.95,0.0,29.01,7.08,0.86,0.0,-5.596761515074412e-05,1.5893665920485145e-07,-3.22585842893975e-05,0.0,-0.21000000000000085,0.0030000000000001137,-0.16000000000000003,0.0
590926,0.2283574858330343,0.0,28.81,7.082,0.75,0.0,,,,,28.81,7.082,0.75,0.0,28.81,7.082,0.75,0.0,28.81,7.082,0.75,0.0,,,,,,,,
594681,0.22751534835129797,-0.0008421374817363381,28.853683089214382,7.076333422103862,0.8264447403462051,114.37549933422103,0.04371824253023142,0.003440357008628738,0.041888164789032435,25.366837354778582,28.79,7.067,0.71,0.0,28.94,7.084,0.91,120.0,28.84,7.077,0.83,120.0,3.917539412251277e-05,-2.6489451469353144e-06,-5.26901446121798e-06,0.008565980263362489,0.09999999999999787,-0.010000000000000675,0.06999999999999995,120.0
598439,0.22853043400870957,0.0010150856574115963,29.0126024481107,7.071227248536455,0.8211122937732837,120.0,0.051454614347309725,0.0019226408169245555,0.024771248434611207,0.0,28.89,7.065,0.75,120.0,29.08,7.077,0.88,120.0,29.02,7.071,0.82,120.0,4.615787469650676e-05,-9.934085797878452e-07,-3.2039181502226917e-06,0.0,0.13000000000000256,-0.0009999999999994458,0.010000000000000009,0.0
602192,0.22130399822020005,-0.007226435788509511,29.06154809485745,7.071984012789769,0.7529363176125767,120.0,0.01086486052666673,0.0018391502255322393,0.03558167943604847,0.0,29.02,7.065,0.67,120.0,29.09,7.078,0.84,120.0,29.06,7.072,0.74,120.0,7.545300613559844e-06,-3.6672948214500995e-07,-2.850669721687895e-05,0.0,0.019999999999999574,0.001000000000000334,-0.14,0.0
605948,0.2323528234788602,0.011048825258660133,29.09142438764643,7.071127795527158,0.6611634717784878,120.0,0.024271431843893587,0.001859130715281245,0.026600639882615275,0.0,29.03,7.065,0.57,120.0,29.13,7.077,0.74,120.0,29.09,7.071,0.66,120.0,2.1768922116509495e-05,-5.432956430956735e-07,-1.5575263734930317e-05,0.0,0.05000000000000071,0.001000000000000334,-0.039999999999999925,0.0
609706,0.23453971808372692,0.002186894604866735,29.110050558807878,7.0708972857903145,0.583938265034593,120.0,0.008510126330052348,0.0017485194554676896,0.04599740094464003,0.0,29.07,7.065,0.48,120.0,29.13,7.077,0.67,120.0,29.11,7.071,0.59,120.0,2.009974197123166e-06,-1.470006220190368e-07,-3.840269435958701e-05,0.0,-0.019999999999999574,0.0,-0.15000000000000002,0.0
613461,0.23629719726659168,0.0017574791828647573,29.085400798934742,7.071215978695074,0.4764793608521971,120.0,0.009172934487861625,0.0018604656011714513,0.021681186038615022,0.0,29.06,7.066,0.42,120.0,29.1,7.079,0.56,120.0,29.09,7.071,0.47,120.0,7.282870568182894e-06,-1.0355083374407235e-08,7.330573124604548e-06,0.0,0.0,0.001000000000000334,0.040000000000000036,0.0
617218,0.23843772469347083,0.0021405274268791463,29.103939313281874,7.069766302901251,0.5101117913228639,120.0,0.021486914086277967,0.0017046898558405617,0.020657155268891416,0.0,29.05,7.063,0.46,120.0,29.14,7.076,0.56,120.0,29.11,7.07,0.51,120.0,1.9217347868493826e-05,-4.0683621076360933e-07,-1.351512161805279e-05,0.0,0.060000000000002274,-0.004000000000000448,-0.040000000000000036,0.0
620973,0.24275069228693485,0.004312967593464029,29.13145672436751,7.068106790945406,0.4255472703062583,120.0,0.013905952831916217,0.0020528562187853918,0.027150944314636927,0.0,29.1,7.06,0.36,120.0,29.17,7.075,0.5,120.0,29.13,7.068,0.43,120.0,1.0936849673175255e-05,-1.0754151171221307e-06,-2.072318313032715e-05,0.0,0.019999999999999574,-0.004000000000000448,-0.13,0.0
620974,0.24275069228693485,0.0,29.14,7.065,0.37,120.0,,,,,29.14,7.065,0.37,120.0,29.14,7.065,0.37,120.0,29.14,7.065,0.37,120.0,,,,,,,,
624729,0.24584496106862608,0.003094268781691223,29.1941810918775,7.064484420772303,0.32323568575233025,120.0,0.026010514131234303,0.0019499490188532504,0.02891109596552611,0.0,29.13,7.058,0.27,120.0,29.23,7.07,0.38,120.0,29.2,7.065,0.32,120.0,2.281146356594775e-05,-7.000236264436275e-07,-2.3518953649921087e-05,0.0,0.07000000000000028,-0.0019999999999997797,-0.08000000000000002,0.0
628489,0.24884812722459745,0.0030031661559713763,29.19236170212766,7.063973936170213,0.33736436170212764,120.0,0.015571306046344543,0.001669360346080361,0.10122787111259847,0.0,29.14,7.057,0.17,120.0,29.22,7.07,0.48,120.0,29.19,7.064,0.28,120.0,-1.1942305897549589e-05,5.974290801399667e-08,7.461961742749986e-05,0.0,-0.07000000000000028,0.0,0.13,0.0
632242,0.2512338048656087,0.002385677641011247,29.124063415933918,7.0636139088729015,0.35584533333333335,120.0,0.005644329073947962,0.0014499056984292882,0.03672317664195554,0.0,29.09,7.058,0.29,120.0,29.14,7.068,0.43,120.0,29.12,7.064,0.34,120.0,-3.919065147057922e-06,-2.93703216233882e-07,-3.179610793216766e-05,0.0,-0.03999999999999915,0.0009999999999994458,-0.10999999999999999,0.0
636003,0.2522831013562759,0.0010492964906672064,29.22661260303111,7.055572720021272,0.25969140728917267,120.0,0.08372073093284517,0.00470689741383964,0.026934183635771287,0.0,29.08,7.046,0.22,120.0,29.38,7.067,0.32,120.0,29.23,7.054,0.26,120.0,7.693499906241738e-05,-4.060031032840621e-06,-2.2968990916540606e-05,0.0,0.26000000000000156,-0.01699999999999946,-0.09,0.0
639767,0.254435231929308,0.002152130573032096,29.290613708820402,7.0507146652497354,0.05042575838211816,0.4782146652497343,0.05050234582665888,0.00223396048579419,0.06004549509878212,7.56123401260643,29.17,7.045,0.0,0.0,29.36,7.058,0.24,120.0,29.3,7.051,0.03,0.0,-4.4575259203379686e-05,1.4062959690915785e-06,-4.992300681830385e-05,-0.0007592597582124349,-0.16999999999999815,0.005999999999999339,-0.23,-120.0
643532,0.2544581843634176,2.2952434109602127e-05,29.114488711819387,7.059333598937583,0.0,0.0,0.029839015330268736,0.002130256188311982,0.0,0.0,29.05,7.052,0.0,0.0,29.17,7.065,0.0,0.0,29.11,7.059,0.0,0.0,-2.6781153131796533e-05,1.240947526709032e-06,0.0,0.0,-0.10000000000000142,0.007000000000000561,0.0,0.0
647296,0.2557684823253859,0.0013102979619682986,29.05329968119023,7.059698724760892,0.0,0.0,0.006389308927179955,0.0014905454432979385,0.0,0.0,29.03,7.055,0.0,0.0,29.07,7.065,0.0,0.0,29.05,7.06,0.0,0.0,-3.5807690212222266e-06,-6.126999647731964e-07,0.0,0.0,-0.029999999999997584,-0.001000000000000334,0.0,0.0
647297,0.2557684823253859,0.0,29.02,7.06,0.0,0.0,,,,,29.02,7.06,0.0,0.0,29.02,7.06,0.0,0.0,29.02,7.06,0.0,0.0,,,,,,,,
651059,0.25546929425469195,-0.0002991880706939565,29.02930887825624,7.060465709728868,0.0,0.0,0.00562506364326291,0.0014237769494042751,0.0,0.0,29.01,7.055,0.0,0.0,29.04,7.066,0.0,0.0,29.03,7.06,0.0,0.0,2.245922661003695e-06,-2.51995694632315e-07,0.0,0.0,0.0,-0.0019999999999997797,0.0,0.0
654824,0.2548026165187565,-0.0006666777359354281,29.031250996015935,7.0583235059760945,0.0,0.0,0.008466471485620262,0.0015485389330191634,0.0,0.0,29.0,7.054,0.0,0.0,29.05,7.063,0.0,0.0,29.03,7.058,0.0,0.0,6.139193723861783e-06,-7.908983838976608e-07,0.0,0.0,0.00999999999999801,-0.0019999999999997797,0.0,0.0
658588,0.25528528091285596,0.0004826643940994413,29.036936769394263,7.056765674814027,0.0,0.0,0.010857237417310898,0.0013581698525534085,0.0,0.0,29.0,7.052,0.0,0.0,29.06,7.061,0.0,0.0,29.04,7.057,0.0,0.0,8.828773775136806e-06,-2.5761838188915325e-07,0.0,0.0,0.010000000000001563,0.002000000000000668,0.0,0.0
662351,0.25588360956458917,0.0005983286517332043,29.051884134998673,7.0579399415360085,0.0,0.0,0.012002364232581835,0.0021200309690455445,0.0,0.0,29.02,7.052,0.0,0.0,29.08,7.065,0.0,0.0,29.05,7.058,0.0,0.0,9.984414256810844e-06,1.0939561763740058e-06,0.0,0.0,0.00999999999999801,0.004999999999999893,0.0,0.0
666112,0.2577066821463077,0.0018230725817185434,29.05938314278118,7.064823451209785,0.0,0.0,0.006856602875523611,0.00202594682378184,0.0,0.0,29.04,7.058,0.0,0.0,29.08,7.073,0.0,0.0,29.06,7.065,0.0,0.0,4.183236316570809e-06,1.046814534120004e-06,0.0,0.0,0.0,0.0039999999999995595,0.0,0.0
669873,0.2565750146382955,-0.0011316675080121907,29.056607285296465,7.063639457591066,0.0,0.0,0.005416409277697103,0.0015510038353285314,0.0,0.0,29.03,7.058,0.0,0.0,29.07,7.069,0.0,0.0,29.06,7.064,0.0,0.0,2.9279006833606747e-06,-5.235500495615607e-07,0.0,0.0,-0.019999999999999574,-0.0019999999999997797,0.0,0.0
673639,0.2560909155345882,-0.0004840991037073361,29.054227296866703,7.062585236325013,0.0,0.0,0.00889814630533832,0.0016095778351324498,0.0,0.0,29.03,7.057,0.0,0.0,29.07,7.067,0.0,0.0,29.06,7.063,0.0,0.0,7.153962655933152e-06,-6.546767176177416e-08,0.0,0.0,0.0,-0.0019999999999997797,0.0,0.0
677402,0.25586058167509024,-0.00023033385949794427,29.055673664629285,7.06415652404996,0.0,0.0,0.0064181606240455245,0.0016711906173042291,0.0,0.0,29.04,7.059,0.0,0.0,29.07,7.07,0.0,0.0,29.06,7.064,0.0,0.0,3.9996192390801994e-06,-1.0435608586564263e-07,0.0,0.0,-0.010000000000001563,0.004000000000000448,0.0,0.0
681160,0.25729062481105097,0.0014300431359607346,28.938962213943586,7.0682873869079295,0.0,4.821713677488026,0.08700920781720392,0.0021028658429968193,0.0,23.56914376269657,28.76,7.062,0.0,0.0,29.06,7.076,0.0,120.0,28.95,7.068,0.0,0.0,-7.90475516900644e-05,4.5612402183422344e-07,0.0,0.007388993584818552,-0.2699999999999996,0.004000000000000448,0.0,120.0
684912,0.25588360956458917,-0.0014070152464618069,28.81424040511727,7.0677457356076765,0.0,120.0,0.0347433564057739,0.002229765901837849,0.0,0.0,28.75,7.062,0.0,120.0,28.88,7.076,0.0,120.0,28.81,7.068,0.0,120.0,3.144613915812241e-05,-1.432800528001519e-06,0.0,0.0,0.08999999999999986,-0.004000000000000448,0.0,0.0
688667,0.25662114747049347,0.0007375379059043063,28.9111984021305,7.063996005326231,0.0,120.0,0.03108672450913186,0.0015694659122894561,0.0,0.0,28.84,7.059,0.0,120.0,28.96,7.071,0.0,120.0,28.92,7.064,0.0,120.0,2.7671643977891388e-05,-3.178154773959913e-07,0.0,0.0,0.05999999999999872,-0.004999999999999893,0.0,0.0
